"pandemicday","estimate","sevalue","class","severity","ymin","ymax"
223.5,-0.518518566018529,0.145094389701501,"cort","severecrit",0.448026198342679,0.7912561269258
227.5,-0.518518566018529,0.145094389701501,"cort","severecrit",0.448026198342679,0.7912561269258
232,-0.518518566018529,0.145094389701501,"cort","severecrit",0.448026198342679,0.7912561269258
239,-0.518518566018529,0.145094389701501,"cort","severecrit",0.448026198342679,0.7912561269258
245.5,-0.518518566018529,0.145094389701501,"cort","severecrit",0.448026198342679,0.7912561269258
252.5,-0.518518566018529,0.145094389701501,"cort","severecrit",0.448026198342679,0.7912561269258
259.5,-0.518518566018529,0.145094389701501,"cort","severecrit",0.448026198342679,0.7912561269258
266,-0.461138348130578,0.129523260123678,"cort","severecrit",0.489190185374803,0.812797922379989
273.5,-0.461138348130578,0.129523260123678,"cort","severecrit",0.489190185374803,0.812797922379989
280.5,-0.461138348130578,0.129523260123678,"cort","severecrit",0.489190185374803,0.812797922379989
286.5,-0.413518858155555,0.101391581467968,"cort","severecrit",0.542131678475669,0.806709735766802
293.5,-0.413518858155555,0.101391581467968,"cort","severecrit",0.542131678475669,0.806709735766802
300.5,-0.430378430112598,0.101045913495893,"cort","severecrit",0.53342946938764,0.792685731114935
307.5,-0.430378430112598,0.101045913495893,"cort","severecrit",0.53342946938764,0.792685731114935
314.5,-0.430378430112598,0.101045913495893,"cort","severecrit",0.53342946938764,0.792685731114935
321.5,-0.430378430112598,0.101045913495893,"cort","severecrit",0.53342946938764,0.792685731114935
328.5,-0.430378430112598,0.101045913495893,"cort","severecrit",0.53342946938764,0.792685731114935
335.5,-0.430378430112598,0.101045913543521,"cort","severecrit",0.533429469337844,0.792685731188933
342.5,-0.430378430112598,0.101045913543521,"cort","severecrit",0.533429469337844,0.792685731188933
349.5,-0.430378430112598,0.101045913543521,"cort","severecrit",0.533429469337844,0.792685731188933
356.5,-0.430378430112598,0.101045913543521,"cort","severecrit",0.533429469337844,0.792685731188933
